Pavadinimas,Metai,Trukme,Filmo indeksas,Ivertinimas pagal zmones,Ivertinimas pagal kritikus,Votes
Six Minutes to Midnight,2020,99,PG-13,5.9,48,"5,876"
Crying Freeman,1995,102,,6.4,,"13,469"
Sahara,1943,97,Approved,7.5,,"9,534"
Any Number Can Win,1963,118,,7.3,,"4,000"
I'm No Longer Here,2019,112,TV-MA,7.3,72,"9,190"
Poms,2019,90,PG-13,6.1,36,"7,105"
Unsolved Mysteries: Behind the Legacy,2023,N/A,,8.4,,16
Invasion,2020,134,Not Rated,5.6,,"5,897"
Newsflash,,N/A,,,,N/A
All the King's Men,2006,128,PG-13,6.1,37,"25,386"
Train of Events,1949,88,Approved,6.5,,464
In Fabric,2018,118,R,6.2,81,"13,560"
Unhuman,2022,91,TV-MA,4.4,,"2,870"
Heavy Trip,2018,92,,7.0,72,"10,319"
Mafia!,1998,87,PG-13,5.5,,"15,854"
Devil's Triangle,2021,87,Not Rated,2.4,,455
I Love America,2022,102,,4.8,39,669
Blood Rage,1987,82,R,5.8,,"5,608"
Post Mortem,2020,115,Not Rated,5.5,,"3,183"
Aadikeshava,2023,125,,5.5,,196
Jigen Daisuke,2023,120,,5.6,,260
Possession,2002,102,PG-13,6.3,52,"13,641"
Fresh Kills,2023,120,,8.7,,47
Mother,1996,104,PG-13,6.9,76,"6,670"
The Incredible Petrified World,1959,70,Approved,3.1,,"1,301"
Desperate Hours,1990,105,R,5.4,33,"8,124"
Come from Away,2021,106,TV-14,8.5,83,"3,661"
One More Time,2023,85,TV-MA,5.7,,"2,293"
Bel Ami,2012,102,R,5.4,42,"19,141"
The Beautician and the Beast,1997,105,PG,5.5,,"9,853"
Hot Rods to Hell,1966,92,Approved,5.3,,"1,082"
Sheer Passion,1998,93,R,4.3,,331
Rorschach,2022,150,,6.9,,"6,000"
Mrs. Miniver,1942,134,Approved,7.6,,"19,094"
Next of Kin,1989,108,R,5.8,53,"12,375"
The Swing of Things,2020,93,R,2.9,,"1,800"
Emmanuelle II,1975,83,X,4.8,,"3,640"
Tightrope,1984,114,R,6.3,61,"18,838"
Ashoka,,N/A,,,,N/A
The Fog of War,2003,107,PG-13,8.1,87,"24,767"
Boo! A Madea Halloween,2016,103,PG-13,4.6,30,"9,171"
The Devil's Honey,1986,83,R,5.2,,"1,584"
Winchester '73,1950,92,Passed,7.6,,"21,569"
Sex and the Future,2020,90,Not Rated,2.2,,408
Wendy and Lucy,2008,80,R,7.1,80,"19,475"
La Grande Vadrouille,1966,132,G,7.9,,"19,659"
American Satan,2017,111,R,5.6,,"4,334"
Kedi,2016,79,Not Rated,7.6,78,"15,549"
The Traitor,2019,153,R,7.1,64,"12,580"
3 Strikes,2000,82,R,4.7,11,"3,644"
Ugetsu,1953,96,Not Rated,8.2,,"25,279"
The Boys Next Door,1985,91,R,6.4,66,"3,513"
Investigation of a Citizen Above Suspicion,1970,115,R,8.0,89,"12,927"
Redline,2007,95,PG-13,4.0,24,"9,005"
The Admiral: Roaring Currents,2014,128,Not Rated,7.1,,"12,823"
High School High,1996,86,PG-13,5.5,33,"13,983"
Great White,2021,91,,4.1,45,"8,658"
Dirty Mary Crazy Larry,1974,93,PG,6.6,52,"7,695"
Deep Water,,N/A,,,,N/A
The Secret of Roan Inish,1994,103,PG,7.4,,"9,717"
The Past,2013,130,PG-13,7.7,85,"50,445"
Untitled Todd Haynes/Joaquin Phoenix Film,,N/A,,,,N/A
Ali: Fear Eats the Soul,1974,92,Not Rated,8.0,,"23,323"
The Assassin,2015,105,Not Rated,6.3,82,"17,744"
Montford: The Chickasaw Rancher,2021,96,TV-14,6.6,,969
The Church,1989,102,R,6.2,,"8,535"
Greedy People,2024,N/A,,,,N/A
Down to the Sea in Ships,1949,120,Approved,7.3,,"1,079"
Friendzone,2021,88,TV-MA,5.9,,"4,240"
Blackbird,2022,88,R,2.7,,545
Flawless,1999,112,R,6.4,50,"19,722"
Berlin Drifters,2017,123,TV-MA,4.7,,202
Fletch Lives,1989,95,PG,6.1,40,"22,911"
Auntie Lee's Meat Pies,1992,100,R,5.0,,871
Atlantic City,1980,104,R,7.3,85,"17,999"
Sweet Charity,1969,149,G,6.9,53,"6,470"
I Married a Witch,1942,77,Passed,7.1,,"9,293"
Last Survivors,2021,98,Not Rated,4.9,,"2,679"
Spring Breakdown,2009,84,R,4.8,,"4,785"
Apartment 407,2016,101,Not Rated,5.8,,"1,142"
Family Plot,1976,120,PG,6.8,79,"24,456"
The Wrong Man,1956,105,Not Rated,7.4,83,"30,785"
The Seduction,1982,104,R,4.9,20,"1,342"
Dabbe: The Possession,2013,134,,6.8,,"7,071"
Dada,2023,133,,8.2,,"5,150"
Gor,1987,94,PG,3.4,,"2,300"
At the End of Eight,2019,76,,4.3,,526
Bubble,2022,100,TV-PG,6.3,56,"7,520"
The Good Half,2023,110,,7.7,,39
The Last Man,2019,100,R,3.7,,"1,645"
The Internecine Project,1974,89,PG,6.2,,"1,034"
Eraser: Reborn,2022,102,R,4.6,,"2,309"
The Good Doctor,2011,93,PG-13,5.5,52,"7,199"
Gatlopp,2022,80,,5.9,69,"1,528"
We Are Still Here,2015,84,Not Rated,5.7,65,"19,713"
One Way,2022,95,R,4.1,46,"1,706"
Downfalls High,2021,N/A,,7.0,,"1,891"
Dorm Daze,2003,96,R,4.6,,"8,097"
Daniel and Ana,2009,90,Not Rated,6.1,43,"1,882"
That Darn Cat!,1965,116,Approved,6.7,71,"7,679"
The Defiant Ones,1958,96,Approved,7.6,69,"17,174"
A Perfect Day,2015,106,R,6.8,60,"23,250"
Proxima,2019,107,,6.3,71,"8,639"
Miss Fisher & the Crypt of Tears,2020,101,TV-14,6.0,,"4,740"
Borgman,2013,113,Not Rated,6.7,66,"18,667"
Desperados,2020,105,TV-MA,5.2,41,"11,051"
Chappaquiddick,2017,106,PG-13,6.4,67,"14,363"
Feast of Love,2007,97,R,6.5,51,"17,022"
The Swordsman,2020,100,TV-14,6.8,,"5,219"
Breaker Morant,1980,107,PG,7.8,72,"14,221"
Stardust,2020,109,Unrated,4.4,35,"2,229"
Ode to Billy Joe,1976,106,PG,6.5,,"2,071"
Flirting with Disaster,1996,92,R,6.7,81,"19,740"
Code Name Banshee,2022,88,,3.7,,"2,047"
The Uninvited,,N/A,,,,N/A
While We Watched,2022,94,,8.8,68,"2,080"
Sabel Is Still Young,2022,134,,5.8,,484
Foreign Exchange,2008,85,R,4.0,,"1,541"
Trapped,2002,106,R,6.1,42,"25,024"
Rolling Thunder Revue,2019,142,TV-MA,7.6,86,"7,485"
Baba Yaga,1973,89,Unrated,5.7,,"2,183"
Alice in Wonderland,1933,76,Passed,6.3,54,"2,543"
Race to the Summit,2023,90,TV-14,6.8,,905
Behind the Mask: The Rise of Leslie Vernon,2006,92,R,6.7,66,"25,161"
The Bag Man,2014,108,R,5.2,28,"16,978"
22 Bullets,2010,117,Not Rated,6.6,,"36,119"
Kill 'Em All,2017,96,R,4.3,,"2,962"
3 Ninjas: High Noon at Mega Mountain,1998,93,PG,2.9,44,"12,276"
Twin Town,1997,99,Unrated,6.7,,"6,294"
Journey's End,2017,107,R,6.7,73,"11,035"
Malang,2020,135,Not Rated,6.5,,"11,697"
Next Gen,2018,106,TV-PG,6.6,,"18,977"
Last Man Down,2021,87,R,3.5,,"13,859"
Christmas Child,2004,96,Not Rated,6.2,,645
Emmanuelle 3,1977,98,X,4.0,,"2,012"
Pamela: A Love Story,2023,112,TV-MA,7.2,66,"12,248"
The Subtle Art of Not Giving a F*ck,2023,97,R,5.9,,"1,649"
Cento domeniche,2023,94,,7.1,,84
Dog Eat Dog,2016,93,Not Rated,4.8,53,"9,498"
The Cincinnati Kid,1965,102,TV-14,7.2,67,"17,874"
Secret Santa,2018,89,,5.0,,971
End of the Road,2022,89,R,4.8,44,"8,541"
Porno,2019,98,TV-MA,5.1,49,"2,559"
The Volcano: Rescue from Whakaari,2022,98,PG-13,7.3,,"7,795"
Vicious Fun,2020,101,Not Rated,6.5,51,"7,198"
Outcome,,N/A,,,,N/A
The Grudge 2,2006,102,PG-13,5.0,33,"51,078"
Dear White People,2014,108,R,6.2,79,"26,401"
29th Street,1991,101,R,7.2,,"3,129"
1984,1956,90,Not Rated,6.9,,"4,086"
Look Who's Talking Too,1990,81,PG-13,4.7,,"48,351"
The Wrath of God,2022,97,TV-MA,5.8,,"4,502"
Introspectum Motel,2021,88,,3.9,,818
The Fourth Protocol,1987,119,R,6.5,64,"10,733"
The Rock-afire Explosion,2008,72,Not Rated,7.4,,442
Just Between Friends,1986,110,PG-13,5.9,,"1,010"
Trail of the Pink Panther,1982,96,PG,4.8,43,"11,027"
Ice Palace,1987,78,,6.5,,712
While She Was Out,2008,86,R,4.8,40,"7,168"
Imagine That,2009,107,PG,5.6,54,"15,653"
[Rec]²,2009,85,R,6.5,52,"77,506"
The Cremator,1969,95,Not Rated,8.0,,"10,400"
The Torture Chamber of Dr. Sadism,1967,84,M,5.9,,"2,488"
Girls Gone Dead,2012,104,R,3.5,,"2,543"
Behind the Curtain of Night,,N/A,,,,N/A
Doppelganger,1993,104,R,4.4,,"4,047"
The Plague Dogs,1982,103,PG-13,7.7,,"8,620"
Radhe Shyam,2022,138,,5.3,,"30,836"
Waikiki,2020,77,,7.3,,71
The Bélier Family,2014,106,,7.3,,"29,449"
Mad Monster Party?,1967,94,Unrated,6.6,,"3,526"
Dom Hemingway,2013,93,R,6.1,55,"27,464"
Planetarium,2016,105,Not Rated,4.6,44,"3,698"
Another Body,2023,80,,6.8,68,194
"Bright Lights, Big City",1988,107,R,5.7,51,"8,827"
The Playbirds,1978,94,R,4.3,,499
A Good Woman,2004,93,PG,6.5,53,"13,944"
Fistful of Vengeance,2022,96,TV-MA,4.4,44,"7,413"
The Twin,2022,109,,5.1,40,"3,963"
The Paper,1994,112,R,6.7,70,"14,904"
Appropriate Behavior,2014,86,Not Rated,6.5,73,"4,644"
The Who Incident,2023,77,,4.9,,16
Ugramm,2014,132,,8.1,,"6,879"
The Arena,1974,83,R,5.2,,"2,022"
Doctor Dolittle,1967,152,Approved,6.1,34,"10,090"
Tune in for Love,2019,122,,7.1,,"5,576"
Alive,2018,91,TV-MA,5.3,,"1,649"
Soul Men,2008,100,R,6.4,49,"11,540"
Nude Nuns with Big Guns,2010,91,Not Rated,3.9,,"6,244"
Rascal Does Not Dream of a Knapsack Kid,2023,75,,9.2,,30
Antigang: La Relève,2023,90,,5.4,,573
Pennies from Heaven,1936,81,Passed,6.5,,774
Thugs of Hindostan,2018,164,Not Rated,4.0,,"21,738"
When the Mist Clears,2022,102,,3.3,,571
Sweet Sweetback's Baadasssss Song,1971,97,R,5.5,71,"5,749"
That's Amor,2022,96,PG-13,5.3,,"3,740"
The Boy Behind the Door,2020,88,,5.7,65,"5,644"
Yellowbeard,1983,96,PG,5.9,39,"8,428"
Dr. Phibes Rises Again,1972,89,PG,6.3,,"6,968"
In Dubious Battle,2016,110,R,6.0,43,"4,449"
Fransgiving,2022,75,,5.4,,56
Keeping Mum,2005,99,R,6.8,53,"35,670"
The Legacy,1978,102,R,5.7,31,"3,329"
Fyre,2019,97,TV-MA,7.2,75,"51,128"
Tarzan,2013,94,PG,4.8,,"12,969"
Psycho Beach Party,2000,95,Unrated,6.0,42,"6,494"
Starter for 10,2006,92,PG-13,6.7,69,"24,794"
Service,2008,87,R,6.2,76,"1,879"
Pandora's Box,1929,109,Not Rated,7.8,,"11,617"
Calamity Jane,1953,101,Passed,7.2,74,"10,617"
23 Blast,2014,98,PG-13,6.4,45,"2,142"
A Christmas Hero,2020,85,Not Rated,4.3,,329
Virupaksha,2023,145,Not Rated,7.2,,"5,605"
Magellan,2017,103,,5.2,,"1,804"
Lord Jim,1965,154,Not Rated,6.7,,"4,193"
Like Father Like Son,1987,100,PG-13,5.2,,"6,361"
Ariel,1988,72,Not Rated,7.5,,"7,650"
Angel Baby,1961,97,Approved,6.2,,427
I Can Do Bad All by Myself,2009,113,PG-13,4.7,55,"10,605"
SuperBob,2015,82,,5.8,,"2,743"
The End of the Tour,2015,106,R,7.2,82,"32,251"
Superterranean,2020,104,,6.8,,38
Atlas Shrugged: Part I,2011,97,PG-13,5.6,28,"14,197"
The Grand Seduction,2013,113,PG-13,7.0,57,"18,910"
Easter Parade,1948,103,G,7.3,,"10,767"
All of Me,1984,93,PG,6.6,68,"19,506"
Perdita Durango,1997,129,R,6.3,,"9,645"
My Night at Maud's,1969,105,GP,7.8,,"14,199"
American Movie,1999,107,R,7.8,84,"18,987"
Keeping the Faith,2000,128,PG-13,6.4,60,"52,949"
American Murder: The Family Next Door,2020,83,TV-MA,7.2,67,"31,615"
Johnny Guitar,1954,110,Not Rated,7.6,83,"19,258"
War 2,2025,N/A,,,,N/A
Breakaway,2012,88,TV-PG,7.4,,78
The Gunfighter,1950,85,Approved,7.7,94,"12,244"
Goodbye Lover,1998,102,R,5.6,,"4,265"
Love Affair,1994,108,PG-13,6.0,55,"5,030"
Let's Go to Prison,2006,84,R,5.9,27,"26,320"
Always,2011,108,,7.7,,"10,965"
Attack of the 50 Foot Cheerleader,2012,83,R,4.4,,"1,559"
Foxy Lady,1992,82,,4.4,,608
The Dead Girl,2006,85,R,6.6,65,"15,996"
Norwegian Dream,2023,97,,6.6,,393
Innocent Blood,1992,112,R,6.2,44,"10,815"
Amelia,2009,111,PG,5.8,37,"13,369"
People Like Us,2012,114,PG-13,7.0,49,"44,002"
Military Wives,2019,112,PG-13,6.5,55,"5,751"
13 Ghosts,1960,85,Not Rated,6.0,56,"6,942"
Sleepless,2017,95,R,5.6,34,"33,871"
Red Snow,2021,80,,5.0,43,"2,109"
The Tournament,2009,95,R,6.0,,"36,086"
Gloomy Sunday,1999,112,Not Rated,7.8,60,"8,287"
96,2018,158,Not Rated,8.5,,"35,245"
Kamasutra 3D,2013,110,,5.9,,785
La Cérémonie,1995,111,Not Rated,7.5,,"13,355"
Last Friday,,N/A,,,,N/A
Flying Down to Rio,1933,89,Passed,6.6,72,"3,928"
Slither,1973,97,PG,6.2,,"1,663"
Lonely Castle in the Mirror,2022,116,Not Rated,7.0,,677
Pokidan,2023,132,,6.5,,78
Death Machine,1994,120,R,5.6,,"4,738"
Outside In,2017,109,Not Rated,6.7,76,"6,074"
The Indian Runner,1991,127,R,6.9,56,"9,628"
The Horrible Dr. Hichcock,1962,76,,6.4,,"1,749"
The Novice,2021,97,R,6.5,85,"6,467"
Shark Bait,2022,87,TV-MA,4.5,,"4,482"
Sweet Virginia,2017,93,R,6.2,72,"11,474"
Weapons,,N/A,,,,N/A
Wild Hearts Can't Be Broken,1991,88,G,7.2,,"5,731"
Colorado Territory,1949,94,Approved,7.2,,"3,107"
Complete Strangers,2020,105,Not Rated,4.3,,671
The Draughtsman's Contract,1982,108,R,7.2,,"10,840"
New Police Story,2004,123,R,6.9,,"28,603"
Red Desert,1964,117,Not Rated,7.5,,"17,198"
Moving,1988,89,R,6.1,36,"6,215"
"Butcher, Baker, Nightmare Maker",1981,96,R,6.3,71,"4,566"
Creepypasta,2023,N/A,,3.9,,120
The Cabin Movie,2005,90,,4.6,,512
The Coming of Sin,1978,93,Not Rated,5.3,,639
S.W.A.T.: Under Siege,2017,89,R,4.6,,"4,262"
Man of the West,1958,100,Not Rated,7.1,,"8,896"
Venom,2005,87,R,4.6,25,"10,700"
The Narrow Margin,1952,71,Approved,7.6,,"8,456"
Badhaai Do,2022,147,,7.0,,"20,701"
Death's Roulette,2023,94,,5.5,,"1,711"
Shoot to Kill,1988,110,R,6.8,56,"14,651"
Raging Fire,2021,126,Not Rated,6.6,72,"5,756"
The Hallow,2015,97,Not Rated,5.7,65,"18,218"
Fear and Desire,1952,62,Not Rated,5.3,,"13,218"
Broadway Danny Rose,1984,84,PG,7.4,82,"26,602"
Everything Is Illuminated,2005,106,PG-13,7.4,58,"59,562"
After the Thin Man,1936,112,Passed,7.6,,"11,885"
Sue,,N/A,,,,N/A
Gone in 60 Seconds,1974,98,PG,6.3,56,"9,714"
Class of '83,2020,98,TV-14,5.8,,"5,891"
Pippi Longstocking,1969,99,G,7.0,,"5,168"
Confidence,2003,97,R,6.6,59,"35,107"
Dolphin Tale 2,2014,107,PG,6.4,58,"9,680"
The Mean Season,1985,103,R,6.1,55,"4,855"
Month of Madhu,2023,140,,8.5,,"2,314"
Lot No. 249,,N/A,,,,N/A
Spanish Affair,2014,98,,6.5,,"18,242"
Impuratus,2022,134,,4.5,,286
Brassed Off,1996,108,R,7.2,60,"20,730"
The Computer Wore Tennis Shoes,1969,91,G,5.9,54,"5,795"
"Play It Again, Sam",1972,85,PG,7.6,77,"27,676"
Parinda Paar Geyaa,2023,143,,7.8,,28
The Gardener,2021,88,R,3.7,,497
Godzilla and Mothra: The Battle for Earth,1992,100,Not Rated,6.1,,"5,273"
The Loneliest Boy in the World,2022,91,R,5.1,,"1,306"
Shortcut to Happiness,2003,106,PG-13,5.4,,"6,023"
Roswell Delirium,2024,110,,,,N/A
Cooley High,1975,107,PG,7.1,72,"5,405"
A Christmas Tree Miracle,2013,102,TV-G,6.5,,920
The Tall Man,2012,106,R,5.9,52,"42,844"
Like a Boss,2020,83,R,4.7,33,"15,041"
"Hello, Goodbye and Everything in Between",2022,82,TV-14,5.1,54,"4,030"
Rimini,2022,114,,6.9,81,"1,908"
Son of God,2014,138,PG-13,5.7,37,"19,488"
Unforgettable,2017,100,R,5.1,45,"16,592"
Endless,2020,95,,4.9,27,"1,433"
Vagabond,1985,105,Not Rated,7.7,,"13,162"
Diary of the Dead,2007,95,R,5.5,66,"48,859"
Mr. Roosevelt,2017,90,R,6.2,73,"3,761"
First Strike,1996,107,PG-13,6.6,,"22,160"
She,1984,106,Not Rated,4.8,,"1,953"
The Candy Snatchers,1973,94,R,6.3,,"1,716"
The Man with the Golden Arm,1955,119,Passed,7.3,63,"12,027"
Mercy Road,2023,86,R,3.6,,157
Kung Fu Yoga,2017,107,Not Rated,5.2,50,"11,123"
Missing in Action,1984,101,R,5.4,43,"16,124"
Boys on the Side,1995,115,R,6.5,60,"13,914"
Restraint,2008,92,R,6.0,,"6,416"
Charly,1968,103,M,6.9,50,"7,184"
Escape from Planet Earth,2012,89,PG,5.8,35,"26,615"
G.I. Joe: Ever Vigilant,,N/A,,,,N/A
Bloomington,2010,83,Not Rated,5.8,,"5,775"
The Warrior's Way,2010,100,R,6.2,45,"27,057"
Deep Six,2024,N/A,,,,N/A
The Last Mercenary,2021,110,TV-MA,5.3,48,"9,542"
She Dies Tomorrow,2020,86,R,5.1,80,"7,012"
Summertime,2015,105,Not Rated,6.7,72,"5,566"
100 Rifles,1969,110,R,6.0,,"3,833"
Dragon's Lair: The Movie,,N/A,,,,N/A
Six Years Gone,2022,102,,7.2,,80
Tread,2019,89,,7.1,66,"3,467"
Castaways,2023,91,,4.3,,270
The Quiet Earth,1985,91,R,6.7,,"27,213"
Ted K,2021,120,R,6.0,70,"3,957"
The Dunwich Horror,1970,90,R,5.4,,"5,027"
Inbetweeners,2001,91,,4.2,,258
Bye Sweet Carole,2024,N/A,,,,N/A
Time's Up,2022,82,Not Rated,4.8,,62
Graveyard Shift,1990,86,R,4.9,28,"12,422"
Student Bodies,1981,86,R,5.4,41,"5,238"
Baby Doll,1956,114,Approved,7.3,83,"8,143"
Lonely Hearts,2006,108,R,6.4,60,"22,195"
Mars Needs Moms,2011,88,PG,5.4,49,"23,648"
Deception,2021,105,,5.6,42,"1,449"
Knights of Badassdom,2013,86,R,5.6,56,"21,324"
Pursuit,2022,95,R,2.8,,"1,079"
De Club van Sinterklaas Film: de Gestrande Stoomboot,2023,N/A,,5.8,,50
Noodles,2023,106,,6.7,,645
Woman of Straw,1964,122,Not Rated,6.8,39,"2,814"
A Compassionate Spy,2022,101,,6.5,72,199
No Man of God,2021,100,,6.4,67,"8,740"
American Gothic,1987,90,R,5.8,,"4,373"
The Price of Family,2022,90,TV-MA,5.9,,"1,460"
13 Cameras,2015,87,TV-MA,5.2,41,"5,899"
Summit Fever,2022,115,R,5.2,,"1,729"
Carrie Pilby,2016,98,Not Rated,6.7,52,"13,470"
Chasing the Dragon,2017,128,,6.7,,"4,437"
Albert Nobbs,2011,113,R,6.7,57,"25,378"
The Reckoning,2020,110,Not Rated,4.8,31,"3,687"
Gunfight at Comanche Creek,1963,90,Approved,6.1,,816
The Exorcists,2023,85,,3.0,,308
Float,2023,N/A,,5.8,,11
Manhattan Night,2016,113,R,6.2,44,"13,610"
Megaforce,1982,99,PG,3.6,18,"4,232"
The Coed and the Zombie Stoner,2014,91,Unrated,3.6,,"1,543"
The Other,1972,108,PG,6.8,65,"6,842"
Christmas on the Coast,2017,92,TV-G,5.8,,416
Sightless,2020,89,Unrated,5.5,,"10,049"
Last Summer,1969,95,X,6.9,,"2,096"
Bergen,2022,145,,6.9,,"5,789"
He's Out There,2018,89,R,5.3,,"9,315"
Death Wish: The Face of Death,1994,95,R,4.9,25,"8,554"
Mandingo,1975,127,R,6.4,,"4,113"
Attack on Titan: Part 2,2015,87,Not Rated,4.7,,"5,930"
Alexander Nevsky,1938,112,Not Rated,7.5,,"12,041"
The Accidental Spy,2001,87,PG-13,5.8,,"18,438"
"Farewell, My Lovely",1975,95,R,7.0,70,"9,277"
The Rose Tattoo,1955,117,Unrated,6.9,,"4,504"
Our Brand Is Crisis,2015,107,R,6.1,53,"23,119"
Labor Pains,2009,89,PG-13,4.8,,"11,930"
The Inglorious Bastards,1978,99,R,6.5,,"10,220"
What Josiah Saw,2021,120,,6.2,70,"3,919"
Think Like a Dog,2020,91,PG,5.2,,"2,178"
Seven Days in May,1964,118,Approved,7.8,73,"16,949"
And Soon the Darkness,2010,91,R,5.1,,"18,570"
Dungeon,2023,65,,8.3,,"2,360"
Transylvania 6-5000,1985,93,PG,4.9,10,"8,304"
Small Engine Repair,2021,102,R,6.5,57,"4,709"
Moms' Night Out,2014,98,PG,5.3,25,"14,367"
The Broken Hearts Gallery,2020,109,PG-13,6.3,57,"9,929"
Thar,2022,108,TV-MA,6.1,,"7,843"
Nazar Andaaz,2022,103,,7.2,,"1,638"
Balthazar,1966,95,Not Rated,7.8,98,"22,325"
Salaar 2,,N/A,,,,N/A
Martin,1977,95,R,7.0,68,"12,328"
Burning Bright,2010,89,PG-13,5.8,,"7,818"
Come Away,2020,94,PG,5.7,40,"5,600"
Purity Falls,2019,90,TV-14,4.6,,543
Down in the Valley,2005,114,R,6.4,65,"18,853"
Bosomy College Girl,2020,74,,4.7,,123
Black Mountain Side,2014,99,Not Rated,5.1,,"6,027"
Operation Condor,1991,80,PG-13,7.2,,"22,250"
Naked Weapon,2002,90,R,5.5,,"7,970"
A Star Is Born,1937,111,Passed,7.3,77,"10,592"
Chéri,2009,86,R,6.1,63,"11,567"
Flashback,2020,97,R,5.3,49,"6,902"
Titanic 666,2022,91,TV-MA,3.2,,"2,548"
Millions,2004,98,PG,6.8,74,"26,199"
A Wounded Fawn,2022,91,TV-MA,5.5,75,"2,971"
Badhaai Ho,2018,124,Not Rated,7.9,,"37,143"
The Model,2016,105,Unrated,5.8,58,"4,121"
The Devil's Plaything,1973,103,X,4.8,,822
Bad Day at Black Rock,1955,81,Passed,7.7,,"23,744"
The Stranger in Our Bed,2022,90,,4.6,,948
Baazigar,1993,175,Not Rated,7.6,,"29,517"
Kiss of Death,1995,101,R,5.9,72,"20,021"
Mother's Day,2010,112,R,6.2,34,"18,170"
Nothing in Common,1986,118,PG,5.9,62,"7,724"
Victor Crowley,2017,83,Not Rated,5.5,,"6,820"
Mississippi Masala,1991,118,R,6.7,78,"6,025"
Mutiny on the Bounty,1935,132,Passed,7.6,87,"24,430"
Melancholie der Engel,2009,158,Unrated,3.3,,"1,437"
The Food of the Gods,1976,88,PG,4.6,,"4,512"
Dhoom 3,2013,172,Not Rated,5.4,61,"48,468"
"Mother, May I?",2023,99,,5.2,,"1,765"
Perinbaba 2 A Dva Svety,2023,107,,5.3,,16
Spinning Man,2018,100,R,5.7,44,"12,511"
The Congress,2013,122,Not Rated,6.4,63,"19,705"
Neeyat,2023,134,,5.3,,"4,279"
Supercool,2021,92,Not Rated,5.3,,"1,341"
Man of the Year,2006,115,PG-13,6.2,39,"34,634"
A War,2015,115,R,7.0,81,"11,057"
The Touchstone,2017,85,Unrated,3.1,,157
The Reaping,2007,99,R,5.6,36,"44,314"
The Blazing World,2021,101,TV-MA,4.4,33,699
Little Fauss and Big Halsy,1970,99,R,5.9,,"1,442"
Cabin Fever 2: Spring Fever,2009,86,R,4.3,,"14,849"
Funhouse,2019,106,,5.2,,"8,067"
Big Business,1988,97,PG,6.4,53,"15,227"
Cobain: Montage of Heck,2015,132,TV-MA,7.5,83,"31,699"
Deathcember,2019,145,,4.6,,879
A Tiger in Paradise,2023,78,,6.8,,87
6 Below: Miracle on the Mountain,2017,98,PG-13,5.7,40,"8,256"
A Man of Action,2022,111,TV-MA,6.4,,"3,080"
Dhoom 2,2006,152,Not Rated,6.5,,"29,281"
Kingdom 3,2023,129,,7.4,,211
Taxidermia,2006,94,Not Rated,6.8,83,"18,413"
Emanuelle in Bangkok,1976,87,R,4.3,,"1,228"
Gentleman's Agreement,1947,118,Not Rated,7.2,,"17,490"
Submission,2017,106,R,5.7,52,"1,491"
Carry on Girls,1973,88,Not Rated,5.7,,"3,097"
Knife in the Water,1962,94,Not Rated,7.4,,"23,224"
The Last Kiss,2006,104,R,6.4,57,"42,147"
Rise,2022,113,PG,7.0,74,"7,908"
System Crasher,2019,125,,7.8,89,"14,382"
Hands of Steel,1986,94,R,5.3,,"2,799"
Black Water,2018,104,R,4.7,16,"7,260"
Stake Land,2010,98,R,6.4,66,"43,805"
Sarah's Key,2010,111,PG-13,7.5,59,"17,795"
Smiley Face,2007,85,R,5.8,71,"18,740"
A Dog for Christmas,2015,89,Not Rated,4.8,,760
Garden Party,2008,88,Not Rated,5.5,31,"3,534"
The Oath,2018,93,R,5.6,58,"4,943"
9 to 5: Days in Porn,2008,113,Not Rated,6.3,,"2,200"
Well,2016,100,TV-MA,6.4,,"2,678"
The Beast,,N/A,,,,N/A
Kaabil,2017,139,Not Rated,7.1,,"28,805"
Debt Collectors,2020,97,,5.8,,"5,215"
Outback,2019,86,R,5.0,,"2,067"
Alice,1988,86,Not Rated,7.4,,"13,744"
Mr. Nice Guy,1997,88,PG-13,6.2,,"28,467"
Andragogy,2023,110,TV-14,8.3,,381
Christmas in Wonderland,2006,95,PG,4.7,,"2,429"
Fantastic Fungi,2019,81,Not Rated,7.4,70,"11,080"
Arctic Void,2022,85,,4.7,,"2,721"
Next Door,2005,75,Unrated,6.4,,"10,498"
Scrambled,2023,97,R,7.0,,50
Monster,2018,98,Unrated,6.5,56,"6,505"
Losing Control,1998,93,R,4.2,,448
Murphy's Law,1986,100,R,5.9,,"6,230"
Vanquish,2021,94,R,3.0,22,"5,176"
Holding the Man,2015,127,Unrated,7.4,,"13,219"
Big Gold Brick,2022,132,,3.4,30,"1,407"
Satisfaction,1988,92,PG-13,4.9,44,"3,795"
The Least of These: A Christmas Story,2018,101,Not Rated,6.0,,370
Peacock,2010,90,PG-13,6.2,,"11,989"
The Good Die Young,1954,100,Approved,6.7,,"1,450"
Breathe,2024,N/A,,,,N/A
"Howdy, Neighbor!",2023,80,,7.5,,21
Overcomer,2019,119,PG,6.6,17,"5,483"
Brian Banks,2018,99,PG-13,7.2,58,"8,117"
Pelle the Conqueror,1987,157,PG-13,7.8,,"11,626"
Carandiru,2003,145,R,7.6,71,"21,461"
Divine Secrets of the Ya-Ya Sisterhood,2002,116,PG-13,6.1,48,"20,746"
The Shiver of the Vampires,1971,95,R,5.6,,"2,152"
The Spanish Apartment,2002,122,R,7.3,65,"42,466"
Law of Desire,1987,102,NC-17,7.1,,"13,814"
